Gene ID,NC24h_pi_1,NC24h_pi_2,NC24h_pi_3,X24h_pi_1,X24h_pi_2,X24h_pi_3,NC48h_pi_1,NC48h_pi_2,NC48h_pi_3,X48h_pi_1,X48h_pi_2,X48h_pi_3,NC72h_pi_1,NC72h_pi_2,NC72h_pi_3,X72h_pi_1,X72h_pi_2,X72h_pi_3,NC96h_pi_1,NC96h_pi_2,NC96h_pi_3,X96h_pi_1,X96h_pi_2,X96h_pi_3
c158583_g1,0,0,0,11,2,7,0,0,0,4,5,11,0,0,0,1,2,8,0,0,0,11,9,0
c158634_g1,0,1,0,4,8,10,0,1,0,11,14,11,0,1,0,3,1,4,0,1,0,19,10,3
c158675_g1,0,0,0,3,2,2,0,0,0,9,9,11,0,0,0,2,4,10,0,0,0,29,15,11
c158716_g1,0,0,0,6,7,6,0,0,0,10,14,7,0,0,0,6,3,2,0,0,0,9,2,1
c158761_g1,0,0,0,4,7,9,0,0,0,14,14,10,0,0,0,8,6,6,0,0,0,26,9,3
c158817_g1,1,0,0,9,6,19,1,0,0,10,21,20,1,0,0,4,2,11,1,0,0,17,8,5
c158867_g1,0,1,0,6,4,3,0,1,0,9,12,6,0,1,0,2,4,7,0,1,0,4,3,4
c158917_g1,12,0,3,1,1,9,12,0,3,1,4,1,12,0,3,4,2,0,12,0,3,3,6,375
c158965_g1,0,0,0,3,7,2,0,0,0,5,4,7,0,0,0,4,3,8,0,0,0,28,15,8
c159021_g1,0,0,0,7,2,2,0,0,0,1,3,2,0,0,0,5,3,1,0,0,0,13,5,0
c159087_g1,0,2,0,4,3,7,0,2,0,25,39,22,0,2,0,0,3,7,0,2,0,72,15,14
c159155_g1,0,0,0,4,6,4,0,0,0,3,8,10,0,0,0,5,2,8,0,0,0,6,7,3
c159218_g1,0,0,0,3,0,3,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,3,1,7
c159282_g2,2,4,8,342,202,303,2,4,8,311,455,611,2,4,8,825,332,287,2,4,8,815,359,143
c159346_g1,5,3,2,3,7,2,5,3,2,3,3,2,5,3,2,0,1,0,5,3,2,0,0,1
c159399_g1,0,0,0,34,19,39,0,0,0,32,59,52,0,0,0,14,18,14,0,0,0,53,21,7
c159457_g1,0,0,0,8,4,9,0,0,0,9,14,24,0,0,0,7,13,24,0,0,0,44,32,4
c159514_g1,7,3,1,2,3,6,7,3,1,4,10,10,7,3,1,1,0,6,7,3,1,11,4,4
c159561_g1,1,5,6,8,10,14,1,5,6,10,11,6,1,5,6,4,6,1,1,5,6,24,4,1
c159630_g1,0,0,0,2,5,4,0,0,0,2,2,4,0,0,0,3,2,3,0,0,0,3,0,3
c159695_g1,0,0,0,10,10,6,0,0,0,25,22,23,0,0,0,3,2,12,0,0,0,15,8,9
c159745_g1,7,3,4,1,4,4,7,3,4,5,13,7,7,3,4,3,5,9,7,3,4,13,7,2
c159817_g1,0,0,0,3,4,2,0,0,0,3,10,8,0,0,0,10,0,22,0,0,0,13,10,6
c159869_g2,1,3,4,10,10,9,1,3,4,19,18,16,1,3,4,6,10,7,1,3,4,17,6,10
c159927_g1,1,0,1,9,2,4,1,0,1,6,9,14,1,0,1,0,2,1,1,0,1,5,4,0
c159988_g1,0,0,0,0,2,7,0,0,0,2,4,7,0,0,0,4,1,18,0,0,0,19,13,7
c160037_g1,1,0,0,7,8,9,1,0,0,14,12,10,1,0,0,2,6,7,1,0,0,11,12,0
c160093_g3,19,27,20,192,13,30,19,27,20,16,12,20,19,27,20,60,20,16,19,27,20,21,41,41
